question,segment_type,segment_description,answer,count,percentage
Best stories on Snapchat discover?,University,Rice University,Buzzfeed,0,0.0
Best stories on Snapchat discover?,University,Rice University,Comedy Central,0,0.0
Best stories on Snapchat discover?,University,Rice University,People,0,0.0
Best stories on Snapchat discover?,University,Rice University,ESPN,0,0.0
Best stories on Snapchat discover?,University,Rice University,Cosmo,0,0.0
Best stories on Snapchat discover?,University,Rice University,Never watched those / other,1,0.5
Best stories on Snapchat discover?,University,Yale University,Daily Mail,0,0.0
Best stories on Snapchat discover?,University,Yale University,Vice,0,0.0
Best stories on Snapchat discover?,University,Yale University,Buzzfeed,0,0.0
Best stories on Snapchat discover?,University,Yale University,Comedy Central,0,0.0
Best stories on Snapchat discover?,University,Yale University,People,0,0.0
Best stories on Snapchat discover?,University,Yale University,ESPN,0,0.0
Best stories on Snapchat discover?,University,Yale University,Cosmo,1,1.0
Best stories on Snapchat discover?,University,Yale University,Never watched those / other,0,0.0
Best stories on Snapchat discover?,University,University of Colorado Boulder,Daily Mail,0,0.0
Best stories on Snapchat discover?,University,University of Colorado Boulder,Vice,0,0.0
Best stories on Snapchat discover?,University,University of Colorado Boulder,Buzzfeed,3,0.6
Best stories on Snapchat discover?,University,University of Colorado Boulder,Comedy Central,0,0.0
Best stories on Snapchat discover?,University,University of Colorado Boulder,People,0,0.0
Best stories on Snapchat discover?,University,University of Colorado Boulder,ESPN,0,0.0
Best stories on Snapchat discover?,University,University of Colorado Boulder,Cosmo,2,0.4
Best stories on Snapchat discover?,University,University of Colorado Boulder,Never watched those / other,0,0.0
Best stories on Snapchat discover?,University,Ryerson University,Daily Mail,0,0.0
Best stories on Snapchat discover?,University,Ryerson University,Vice,2,0.167
Best stories on Snapchat discover?,University,Ryerson University,Buzzfeed,5,0.417
Best stories on Snapchat discover?,University,Ryerson University,Comedy Central,0,0.0
Best stories on Snapchat discover?,University,Ryerson University,People,0,0.0
Best stories on Snapchat discover?,University,Ryerson University,ESPN,0,0.0
Best stories on Snapchat discover?,University,Ryerson University,Cosmo,3,0.25
Best stories on Snapchat discover?,University,Ryerson University,Never watched those / other,2,0.167
Best stories on Snapchat discover?,University,University of Richmond,Daily Mail,2,0.4
Best stories on Snapchat discover?,University,University of Richmond,Vice,1,0.2
Best stories on Snapchat discover?,University,University of Richmond,Buzzfeed,0,0.0
Best stories on Snapchat discover?,University,University of Richmond,Comedy Central,0,0.0
Best stories on Snapchat discover?,University,University of Richmond,People,0,0.0
Best stories on Snapchat discover?,University,University of Richmond,ESPN,0,0.0
Best stories on Snapchat discover?,University,University of Richmond,Cosmo,2,0.4
Best stories on Snapchat discover?,University,University of Richmond,Never watched those / other,0,0.0
Best stories on Snapchat discover?,University,University of Southern California,Daily Mail,0,0.0
Best stories on Snapchat discover?,University,University of Southern California,Vice,1,0.25
Best stories on Snapchat discover?,University,University of Southern California,Buzzfeed,0,0.0
Best stories on Snapchat discover?,University,University of Southern California,Comedy Central,0,0.0
Best stories on Snapchat discover?,University,University of Southern California,People,0,0.0
Best stories on Snapchat discover?,University,University of Southern California,ESPN,1,0.25
Best stories on Snapchat discover?,University,University of Southern California,Cosmo,1,0.25
Best stories on Snapchat discover?,University,University of Southern California,Never watched those / other,1,0.25
Best stories on Snapchat discover?,University,University of Utah,Daily Mail,0,0.0
Best stories on Snapchat discover?,University,University of Utah,Vice,0,0.0
Best stories on Snapchat discover?,University,University of Utah,Buzzfeed,1,0.5
Best stories on Snapchat discover?,University,University of Utah,Comedy Central,0,0.0
Best stories on Snapchat discover?,University,University of Utah,People,0,0.0
Best stories on Snapchat discover?,University,University of Utah,ESPN,0,0.0
Best stories on Snapchat discover?,University,University of Utah,Cosmo,1,0.5
Best stories on Snapchat discover?,University,University of Utah,Never watched those / other,0,0.0
Best stories on Snapchat discover?,University,Cal Poly San Luis Obispo,Daily Mail,0,0.0
Best stories on Snapchat discover?,University,Cal Poly San Luis Obispo,Vice,2,0.2
Best stories on Snapchat discover?,University,Cal Poly San Luis Obispo,Buzzfeed,5,0.5
Best stories on Snapchat discover?,University,Cal Poly San Luis Obispo,Comedy Central,2,0.2
Best stories on Snapchat discover?,University,Cal Poly San Luis Obispo,People,0,0.0
Best stories on Snapchat discover?,University,Cal Poly San Luis Obispo,ESPN,0,0.0
Best stories on Snapchat discover?,University,Cal Poly San Luis Obispo,Cosmo,1,0.1
Best stories on Snapchat discover?,University,Cal Poly San Luis Obispo,Never watched those / other,0,0.0
Best stories on Snapchat discover?,University,Kennesaw State University,Daily Mail,0,0.0
Best stories on Snapchat discover?,University,Kennesaw State University,Vice,0,0.0
Best stories on Snapchat discover?,University,Kennesaw State University,Buzzfeed,1,1.0
Best stories on Snapchat discover?,University,Kennesaw State University,Comedy Central,0,0.0
Best stories on Snapchat discover?,University,Kennesaw State University,People,0,0.0
Best stories on Snapchat discover?,University,Kennesaw State University,ESPN,0,0.0
Best stories on Snapchat discover?,University,Kennesaw State University,Cosmo,0,0.0
Best stories on Snapchat discover?,University,Kennesaw State University,Never watched those / other,0,0.0
Best stories on Snapchat discover?,University,University of Tennessee,Daily Mail,0,0.0
Best stories on Snapchat discover?,University,University of Tennessee,Vice,0,0.0
Best stories on Snapchat discover?,University,University of Tennessee,Buzzfeed,0,0.0
Best stories on Snapchat discover?,University,University of Tennessee,Comedy Central,0,0.0
Best stories on Snapchat discover?,University,University of Tennessee,People,0,0.0
Best stories on Snapchat discover?,University,University of Tennessee,ESPN,0,0.0
Best stories on Snapchat discover?,University,University of Tennessee,Cosmo,2,0.667
Best stories on Snapchat discover?,University,University of Tennessee,Never watched those / other,1,0.333
Best stories on Snapchat discover?,University,SUNY Cortland,Daily Mail,0,0.0
Best stories on Snapchat discover?,University,SUNY Cortland,Vice,0,0.0
Best stories on Snapchat discover?,University,SUNY Cortland,Buzzfeed,0,0.0
Best stories on Snapchat discover?,University,SUNY Cortland,Comedy Central,0,0.0
Best stories on Snapchat discover?,University,SUNY Cortland,People,0,0.0
Best stories on Snapchat discover?,University,SUNY Cortland,ESPN,0,0.0
Best stories on Snapchat discover?,University,SUNY Cortland,Cosmo,0,0.0
Best stories on Snapchat discover?,University,SUNY Cortland,Never watched those / other,1,1.0
Best stories on Snapchat discover?,University,Quinnipiac University,Daily Mail,0,0.0
Best stories on Snapchat discover?,University,Quinnipiac University,Vice,1,0.333
Best stories on Snapchat discover?,University,Quinnipiac University,Buzzfeed,0,0.0
Best stories on Snapchat discover?,University,Quinnipiac University,Comedy Central,0,0.0
Best stories on Snapchat discover?,University,Quinnipiac University,People,0,0.0
Best stories on Snapchat discover?,University,Quinnipiac University,ESPN,0,0.0
Best stories on Snapchat discover?,University,Quinnipiac University,Cosmo,2,0.667
Best stories on Snapchat discover?,University,Quinnipiac University,Never watched those / other,0,0.0
Best stories on Snapchat discover?,University,Blenheim High School,Daily Mail,0,0.0
Best stories on Snapchat discover?,University,Blenheim High School,Vice,0,0.0
Best stories on Snapchat discover?,University,Blenheim High School,Buzzfeed,1,1.0
Best stories on Snapchat discover?,University,Blenheim High School,Comedy Central,0,0.0
Best stories on Snapchat discover?,University,Blenheim High School,People,0,0.0
Best stories on Snapchat discover?,University,Blenheim High School,ESPN,0,0.0
Best stories on Snapchat discover?,University,Blenheim High School,Cosmo,0,0.0
Best stories on Snapchat discover?,University,Blenheim High School,Never watched those / other,0,0.0
Best stories on Snapchat discover?,University,UMass Amherst,Daily Mail,0,0.0
Best stories on Snapchat discover?,University,UMass Amherst,Vice,2,0.143
Best stories on Snapchat discover?,University,UMass Amherst,Buzzfeed,2,0.143
Best stories on Snapchat discover?,University,UMass Amherst,Comedy Central,0,0.0
Best stories on Snapchat discover?,University,UMass Amherst,People,0,0.0
Best stories on Snapchat discover?,University,UMass Amherst,ESPN,1,0.071
Best stories on Snapchat discover?,University,UMass Amherst,Cosmo,3,0.214
Best stories on Snapchat discover?,University,UMass Amherst,Never watched those / other,6,0.429
Best stories on Snapchat discover?,University,Lehigh University,Daily Mail,0,0.0
Best stories on Snapchat discover?,University,Lehigh University,Vice,0,0.0
Best stories on Snapchat discover?,University,Lehigh University,Buzzfeed,0,0.0
Best stories on Snapchat discover?,University,Lehigh University,Comedy Central,1,1.0
Best stories on Snapchat discover?,University,Lehigh University,People,0,0.0
Best stories on Snapchat discover?,University,Lehigh University,ESPN,0,0.0
Best stories on Snapchat discover?,University,Lehigh University,Cosmo,0,0.0
Best stories on Snapchat discover?,University,Lehigh University,Never watched those / other,0,0.0
Best stories on Snapchat discover?,University,University of Miami,Daily Mail,0,0.0
Best stories on Snapchat discover?,University,University of Miami,Vice,1,0.5
Best stories on Snapchat discover?,University,University of Miami,Buzzfeed,0,0.0
Best stories on Snapchat discover?,University,University of Miami,Comedy Central,0,0.0
Best stories on Snapchat discover?,University,University of Miami,People,0,0.0
Best stories on Snapchat discover?,University,University of Miami,ESPN,0,0.0
Best stories on Snapchat discover?,University,University of Miami,Cosmo,1,0.5
Best stories on Snapchat discover?,University,University of Miami,Never watched those / other,0,0.0
Best stories on Snapchat discover?,University,Middlebury College,Daily Mail,0,0.0
Best stories on Snapchat discover?,University,Middlebury College,Vice,1,0.5
Best stories on Snapchat discover?,University,Middlebury College,Buzzfeed,1,0.5
Best stories on Snapchat discover?,University,Middlebury College,Comedy Central,0,0.0
Best stories on Snapchat discover?,University,Middlebury College,People,0,0.0
